10;0;0.001;0;3.77358e-06;true
40;0.008;0.001;3.39934e-08;2.46305e-07;true
70;0.048;0.002;2.26712e-08;1.61878e-07;true
100;0.172;0.006;1.98366e-08;2.38569e-07;true
130;0.549;0.007;2.23714e-08;1.64919e-07;true
160;1.198;0.01;2.13969e-08;1.55666e-07;true
190;2.334;0.013;2.10456e-08;1.43591e-07;true
220;4.487;0.014;2.25724e-08;1.15388e-07;true
250;6.704;0.016;2.02688e-08;1.02155e-07;true
280;10.732;0.02;2.06558e-08;1.01823e-07;true
